,ISBN,user_id,rating,title,author,publisher,image,year,average_rating,count_ratings
516,068484267X,43,347,Angela's Ashes: A Memoir,Frank McCourt,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,1999,8.069767441860465,1849
518,068484477X,48,388,STONES FROM THE RIVER,Ursula Hegi,Touchstone,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,1997,8.083333333333334,2304
520,0684874350,47,397,ANGELA'S ASHES,Frank McCourt,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,1996,8.446808510638299,2209
523,0688163165,11,95,Mystic River,Dennis Lehane,William Morrow &amp; Company,http://images.amazon.com/images/P/0688163165.01.THUMBZZZ.jpg,2001,8.636363636363637,121
533,0743211383,23,171,Dreamcatcher,Stephen King,Scribner,http://images.amazon.com/images/P/0743211383.01.THUMBZZZ.jpg,2001,7.434782608695652,529
535,0743412273,10,83,Pet Sematary,Stephen King,Pocket,http://images.amazon.com/images/P/0743412273.01.THUMBZZZ.jpg,2001,8.3,100
537,0743418166,7,62,Good in Bed,Jennifer Weiner,Atria,http://images.amazon.com/images/P/0743418166.01.THUMBZZZ.jpg,2001,8.857142857142858,49
538,0743418174,83,664,Good in Bed,Jennifer Weiner,Washington Square Press,http://images.amazon.com/images/P/0743418174.01.THUMBZZZ.jpg,2002,8.0,6889
539,074343627X,24,184,Dreamcatcher,Stephen King,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,2001,7.666666666666667,576
540,0743467523,20,147,Dreamcatcher,Stephen King,Pocket,http://images.amazon.com/images/P/0743467523.01.THUMBZZZ.jpg,2003,7.35,400
541,0743486226,12,93,Angels &amp; Demons,Dan Brown,Atria,http://images.amazon.com/images/P/0743486226.01.THUMBZZZ.jpg,2003,7.75,144
550,0765342294,7,63,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,Starscape Books,http://images.amazon.com/images/P/0765342294.01.THUMBZZZ.jpg,2002,9.0,49
551,076790592X,9,82,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,Broadway,http://images.amazon.com/images/P/076790592X.01.THUMBZZZ.jpg,2002,9.11111111111111,81
557,0786808012,8,69,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,Miramax Kids,http://images.amazon.com/images/P/0786808012.01.THUMBZZZ.jpg,2001,8.625,64
558,0786817070,34,255,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,2002,7.5,1156
559,0786817879,8,53,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,Miramax Kids,http://images.amazon.com/images/P/0786817879.01.THUMBZZZ.jpg,2003,6.625,64
560,0786868716,77,630,The Five People You Meet in Heaven,Mitch Albom,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,2003,8.181818181818182,5929
561,080410526X,48,385,All I Really Need to Know,ROBERT FULGHUM,Ivy Books,http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg,1989,8.020833333333334,2304
562,0804106304,67,544,The Joy Luck Club,Amy Tan,Prentice Hall (K-12),http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg,1994,8.119402985074627,4489
563,080410753X,33,263,The Kitchen God's Wife,Amy Tan,Ivy Books,http://images.amazon.com/images/P/080410753X.01.THUMBZZZ.jpg,1992,7.96969696969697,1089
564,080411109X,31,247,The Hundred Secret Senses,Amy Tan,Ivy Books,http://images.amazon.com/images/P/080411109X.01.THUMBZZZ.jpg,1996,7.967741935483871,961
565,0804114986,38,313,The Bonesetter's Daughter,Amy Tan,Ballantine Books,http://images.amazon.com/images/P/0804114986.01.THUMBZZZ.jpg,2002,8.236842105263158,1444
566,0804115613,16,139,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,Ballantine Books,http://images.amazon.com/images/P/0804115613.01.THUMBZZZ.jpg,2000,8.6875,256
568,0805059555,15,112,"\O\"" Is for Outlaw""",Sue Grafton,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805059555.01.THUMBZZZ.jpg,1999,7.466666666666667,225
569,0805063889,19,156,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,Metropolitan Books,http://images.amazon.com/images/P/0805063889.01.THUMBZZZ.jpg,2001,8.210526315789474,361
570,0805063897,43,345,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,Owl Books,http://images.amazon.com/images/P/0805063897.01.THUMBZZZ.jpg,2002,8.023255813953488,1849
579,0812550706,42,377,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,Tor Books,http://images.amazon.com/images/P/0812550706.01.THUMBZZZ.jpg,1994,8.976190476190476,1764
583,0842329129,58,466,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,Tyndale House Publishers,http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg,1996,8.03448275862069,3364
584,0842329218,43,348,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,Tyndale House Publishers,http://images.amazon.com/images/P/0842329218.01.THUMBZZZ.jpg,1997,8.093023255813954,1849
596,0971880107,83,358,Wild Animus,Rich Shapero,Too Far,http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg,2004,4.313253012048193,6889
597,1400031354,49,419,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,Anchor,http://images.amazon.com/images/P/1400031354.01.THUMBZZZ.jpg,2002,8.551020408163266,2401
598,1400034779,62,526,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,Anchor,http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg,2003,8.483870967741936,3844
601,1558743669,42,315,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,Health Communications,http://images.amazon.com/images/P/1558743669.01.THUMBZZZ.jpg,1995,7.5,1764
615,1573220221,7,64,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,Riverhead Books,http://images.amazon.com/images/P/1573220221.01.THUMBZZZ.jpg,1996,9.142857142857142,49
616,1573221937,16,105,How to Be Good,Nick Hornby,Riverhead Books,http://images.amazon.com/images/P/1573221937.01.THUMBZZZ.jpg,2001,6.5625,256
617,1573225517,23,191,High Fidelity,Nick Hornby,Riverhead Books,http://images.amazon.com/images/P/1573225517.01.THUMBZZZ.jpg,1996,8.304347826086957,529
618,1573225789,34,275,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.THUMBZZZ.jpg,1997,8.088235294117647,1156
619,1573226122,8,63,Lord of the Flies,William Golding,Riverhead Books,http://images.amazon.com/images/P/1573226122.01.THUMBZZZ.jpg,1997,7.875,64
620,1573228214,16,119,High Fidelity,Nick Hornby,Riverhead Books,http://images.amazon.com/images/P/1573228214.01.THUMBZZZ.jpg,2000,7.4375,256
621,1573229326,33,232,How to Be Good,Nick Hornby,Riverhead Books,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,2002,7.03030303030303,1089
628,185326041X,6,49,The Great Gatsby,F. Scott Fitzgerald,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,1999,8.166666666666666,36
630,1878448900,6,51,Girl in Hyacinth Blue,Susan Vreeland,MacAdam/Cage Publishing,http://images.amazon.com/images/P/1878448900.01.THUMBZZZ.jpg,1999,8.5,36
